Tumor Configuration;SNOMED:370111000;Tumor Configuration;1
Cystic;SNOMED:369746007;Tumor Configuration;1
Diffuse;TUMOR_CONFIG:DIFFUSE;Tumor Configuration;1
Endophytic;SNOMED:399711005;Tumor Configuration;1
Exophytic;SNOMED:369749000;Tumor Configuration;1
Localized;TUMOR_CONFIG:LOCALIZED;Tumor Configuration;1
Mixed;SNOMED:8145008;Tumor Configuration;1
Nodular;SNOMED:255288007;Tumor Configuration;1
Papillary;SNOMED:77526009;Tumor Configuration;1
Unknown;TUMOR_CONFIG:UNKNOWN;Tumor Configuration;2
Not specified;SNOMED:399740008;Tumor Configuration;2

